Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SJH,SJD,SJA
E0,02-02-2013,Newcastle,Chelsea,3,2,H,1,0,H,H Webb,19,12,13,6,11,5,5,4,2,3,0,0,4,3.6,2,3.75,3.7,1.9,3.75,3.7,1.9,4,3.45,1.85,3.75,3.5,1.95,4,3.6,2.03,4.33,3.75,1.83
E0,02-02-2013,QPR,Norwich,0,0,D,0,0,D,J Moss,15,14,7,9,6,20,10,8,2,5,0,0,1.95,3.6,4.33,1.91,3.6,3.8,1.91,3.6,3.8,1.95,3.35,3.7,2,3.3,3.75,1.95,3.59,4.35,1.91,3.6,4
E0,02-02-2013,Reading,Sunderland,2,1,H,1,1,D,L Mason,9,10,5,6,12,15,6,8,1,3,0,0,2.5,3.4,3,2.4,3.25,2.95,2.4,3.25,2.95,2.3,3.3,2.9,2.4,3.3,2.87,2.52,3.39,3.04,2.4,3.4,3
E0,02-02-2013,West Ham,Swansea,1,0,H,0,0,D,L Probert,18,11,9,7,7,9,5,3,1,1,0,0,2.4,3.4,3.2,2.4,3.2,3,2.4,3.2,3,2.3,3.1,3.1,2.37,3.4,2.87,2.34,3.42,3.33,2.38,3.3,3.13
E0,02-02-2013,Wigan,Southampton,2,2,D,1,0,H,A Marriner,5,15,3,7,6,16,8,5,0,2,0,0,2.2,3.5,3.5,2.15,3.4,3.3,2.15,3.4,3.3,2,3.3,3.6,2.1,3.3,3.5,2.24,3.53,3.44,2.05,3.5,3.6
E0,03-02-2013,Man City,Liverpool,2,2,D,1,1,D,A Taylor,9,21,5,12,14,7,9,10,2,4,0,0,1.83,3.9,4.5,1.85,3.8,3.8,1.85,3.8,3.8,1.8,3.5,4.2,1.83,3.75,4,1.82,3.89,4.69,1.8,3.8,4.5
E0,03-02-2013,West Brom,Tottenham,0,1,A,0,0,D,M Clattenburg,4,21,3,13,9,9,2,17,1,0,1,0,3.6,3.4,2.2,3.5,3.3,2.1,3.5,3.3,2.1,3.6,3.3,2,3.4,3.4,2.1,3.56,3.48,2.21,3.5,3.5,2.1
E0,09-02-2013,Chelsea,Wigan,4,1,H,1,0,H,M Dean,25,13,17,10,9,13,10,6,1,2,0,0,1.36,5.5,9.5,1.34,5,8.5,1.34,5,8.5,1.3,5,9,1.28,5.5,9,1.36,5.47,9.9,1.33,5.25,10
E0,09-02-2013,Norwich,Fulham,0,0,D,0,0,D,H Webb,15,7,8,5,10,16,3,4,2,2,0,0,2.3,3.4,3.4,2.3,3.25,3.1,2.3,3.25,3.1,2.3,3.3,2.9,2.3,3.3,3,2.26,3.47,3.46,2.3,3.4,3.2
E0,09-02-2013,Southampton,Man City,3,1,H,2,1,H,M Atkinson,13,7,7,4,9,13,6,6,1,2,0,0,5.75,4,1.67,5.5,4,1.57,5.5,4,1.57,5.6,3.9,1.55,5.5,4,1.57,5.65,4.14,1.66,5.5,4,1.62
E0,09-02-2013,Stoke,Reading,2,1,H,0,0,D,M Oliver,13,5,10,4,7,4,11,3,2,0,0,0,1.91,3.5,4.6,1.83,3.4,4.4,1.83,3.4,4.4,1.9,3.45,3.8,1.9,3.3,4.2,1.92,3.58,4.55,1.91,3.5,4.33
E0,09-02-2013,Sunderland,Arsenal,0,1,A,0,1,A,A Taylor,12,18,7,9,6,13,11,2,3,2,0,1,4.5,3.6,1.91,4,3.6,1.85,4,3.6,1.85,4.2,3.5,1.8,4.33,3.5,1.83,4.59,3.72,1.88,4.33,3.6,1.9
E0,09-02-2013,Swansea,QPR,4,1,H,2,0,H,N Swarbrick,13,14,12,8,10,9,5,2,1,3,0,0,1.83,3.75,4.75,1.83,3.4,4.4,1.83,3.4,4.4,1.8,3.5,4.2,1.83,3.5,4.33,1.83,3.66,4.96,1.83,3.6,4.5
E0,09-02-2013,Tottenham,Newcastle,2,1,H,1,1,D,P Dowd,16,9,9,7,5,11,11,5,0,2,0,0,1.67,4,5.75,1.65,3.8,5,1.65,3.8,5,1.7,3.6,4.7,1.66,3.75,5,1.66,4.09,5.78,1.67,4,5.25
E0,10-02-2013,Aston Villa,West Ham,2,1,H,0,0,D,M Clattenburg,7,13,2,7,15,12,4,10,3,2,0,0,2.63,3.4,2.88,2.55,3.25,2.75,2.55,3.25,2.75,2.45,3.3,2.7,2.4,3.4,2.8,2.67,3.43,2.82,2.5,3.3,2.88
E0,10-02-2013,Man United,Everton,2,0,H,2,0,H,M Halsey,10,9,6,8,12,9,7,6,0,2,0,0,1.75,3.9,5,1.7,3.8,4.75,1.7,3.8,4.75,1.65,3.6,5.1,1.61,4,5,1.78,3.96,4.84,1.67,4,5
E0,11-02-2013,Liverpool,West Brom,0,2,A,0,0,D,J Moss,23,4,14,3,9,9,13,5,1,4,0,0,1.4,5,9,1.34,5,8.5,1.34,5,8.5,1.37,4.6,7.5,1.4,4.5,7.5,1.37,5.26,9.9,1.4,4.5,8
E0,17-02-2013,Liverpool,Swansea,5,0,H,1,0,H,H Webb,33,4,18,3,6,9,10,1,0,1,0,0,1.57,4.4,6,1.57,4.1,5.5,1.57,4.1,5.5,1.55,3.9,5.6,1.53,4,6,1.56,4.47,6.5,1.57,4,6
E0,23-02-2013,Arsenal,Aston Villa,2,1,H,1,0,H,M Atkinson,24,5,14,3,7,12,12,3,1,2,0,0,1.33,5.5,11,1.3,5.25,9.25,1.3,5.25,9.25,1.35,4.8,7.6,1.33,5,9,1.31,5.73,11.84,1.36,5,9.5
E0,23-02-2013,Fulham,Stoke,1,0,H,1,0,H,L Probert,20,7,9,2,4,9,9,4,1,3,0,0,2.2,3.3,3.75,2.05,3.3,3.6,2.05,3.3,3.6,2.05,3.3,3.5,2.2,3.2,3.4,2.18,3.38,3.75,2.1,3.3,3.6
E0,23-02-2013,Norwich,Everton,2,1,H,0,1,A,L Mason,10,11,9,5,15,10,7,5,1,1,0,0,3.8,3.5,2.1,3.6,3.3,2.05,3.6,3.3,2.05,3.6,3.3,2,3.5,3.3,2.1,3.78,3.47,2.14,3.75,3.5,2.05
E0,23-02-2013,QPR,Man United,0,2,A,0,1,A,A Taylor,12,13,5,8,10,6,2,4,0,0,0,0,7,4.33,1.53,6.5,3.9,1.53,6.5,3.9,1.53,7,4,1.45,6,4.33,1.5,6.66,4.28,1.57,7,4.33,1.5
E0,23-02-2013,Reading,Wigan,0,3,A,0,2,A,P Dowd,7,14,1,8,9,11,2,9,1,1,1,0,2.63,3.4,2.88,2.55,3.2,2.8,2.55,3.2,2.8,2.2,3.3,3.1,2.37,3.4,2.9,2.65,3.47,2.81,2.4,3.4,3
E0,23-02-2013,West Brom,Sunderland,2,1,H,1,0,H,R East,17,10,7,6,13,9,5,5,2,1,0,0,2.05,3.5,4,1.95,3.3,4,1.95,3.3,4,2,3.3,3.6,2.05,3.4,3.5,2.01,3.55,4.15,2.05,3.4,3.8
E0,24-02-2013,Man City,Chelsea,2,0,H,0,0,D,A Marriner,15,4,11,1,19,5,6,6,3,1,0,0,1.95,3.6,4.33,1.91,3.5,3.9,1.91,3.5,3.9,1.95,3.35,3.7,2,3.5,3.6,1.93,3.75,4.27,1.91,3.6,4.33
E0,24-02-2013,Newcastle,Southampton,4,2,H,2,1,H,C Foy,11,11,5,7,12,12,7,3,0,4,0,0,2.2,3.5,3.2,2,3.5,3.6,2,3.5,3.6,2,3.3,3.6,2,3.4,3.75,2.18,3.59,3.54,2.1,3.5,3.5
E0,25-02-2013,West Ham,Tottenham,2,3,A,1,1,D,H Webb,8,25,6,16,12,7,6,12,4,1,0,0,3.6,3.5,2.15,3.4,3.25,2.15,3.4,3.25,2.15,3.3,3.3,2.1,3.2,3.4,2,3.65,3.45,2.19,3.5,3.5,2.1
E0,02-03-2013,Chelsea,West Brom,1,0,H,1,0,H,K Friend,25,8,19,4,12,16,9,7,1,2,0,0,1.4,5,9,1.4,4.33,8.25,1.4,4.33,8.25,1.37,4.6,7.5,1.4,4.5,8,1.43,4.95,8.58,1.4,4.8,8
E0,02-03-2013,Everton,Reading,3,1,H,1,0,H,A Taylor,18,12,12,6,8,8,9,10,1,1,0,0,1.38,5,10,1.36,5,7.75,1.36,5,7.75,1.42,4.4,7.2,1.4,4.5,8,1.39,5.16,9.48,1.4,4.8,8.5
E0,02-03-2013,Man United,Norwich,4,0,H,1,0,H,N Swarbrick,13,1,10,1,5,15,7,3,0,4,0,0,1.33,5.5,11,1.3,5.25,9.25,1.3,5.25,9.25,1.3,5,9,1.3,5.5,9,1.38,5.25,9.44,1.29,5.5,12
E0,02-03-2013,Southampton,QPR,1,2,A,1,1,D,H Webb,17,5,9,3,7,15,6,3,1,3,0,0,1.85,3.8,4.5,1.8,3.5,4.5,1.8,3.5,4.5,1.9,3.45,3.8,1.9,3.4,4,1.86,3.79,4.56,1.9,3.6,4.33
E0,02-03-2013,Stoke,West Ham,0,1,A,0,1,A,J Moss,10,10,2,7,12,12,4,2,1,2,0,0,2.15,3.25,4,2.05,3.3,3.6,2.05,3.3,3.6,2,3.3,3.6,2.1,3.3,3.5,2.14,3.31,3.98,2.1,3.3,3.6
E0,02-03-2013,Sunderland,Fulham,2,2,D,1,2,A,M Halsey,12,7,6,4,9,14,7,3,1,3,0,0,2.4,3.3,3.3,2.35,3.2,3.1,2.35,3.2,3.1,2.2,3.2,3.2,2.2,3.3,3.25,2.35,3.31,3.42,2.25,3.3,3.4
E0,02-03-2013,Swansea,Newcastle,1,0,H,0,0,D,C Pawson,10,14,7,7,9,17,7,7,0,2,0,0,2.1,3.6,3.75,2,3.5,3.6,2,3.5,3.6,2.1,3.3,3.3,2.15,3.4,3.25,2.09,3.58,3.82,2.1,3.5,3.4
E0,02-03-2013,Wigan,Liverpool,0,4,A,0,3,A,M Atkinson,15,8,11,7,11,15,4,3,2,2,0,0,4.5,3.75,1.85,4.2,3.8,1.78,4.2,3.8,1.78,4.2,3.5,1.8,4.5,3.5,1.8,4.48,3.78,1.88,4.5,3.8,1.8
E0,03-03-2013,Tottenham,Arsenal,2,1,H,2,0,H,M Clattenburg,11,10,5,6,17,13,4,6,3,1,0,0,2.3,3.6,3.25,2.3,3.4,3,2.3,3.4,3,2.3,3.3,2.9,2.25,3.4,3,2.33,3.6,3.19,2.3,3.25,3.2
E0,04-03-2013,Aston Villa,Man City,0,1,A,0,1,A,M Dean,10,20,5,12,10,14,6,5,2,0,0,0,7.5,4.5,1.44,7.5,4.25,1.44,7.5,4.25,1.44,5.6,3.9,1.55,5.5,4.33,1.53,7.62,4.52,1.5,7,4.33,1.5
E0,09-03-2013,Norwich,Southampton,0,0,D,0,0,D,M Clattenburg,3,15,2,7,9,10,1,7,2,3,0,0,2.5,3.4,3,2.4,3.2,3,2.4,3.2,3,2.2,3.3,3.1,2.25,3.4,3.1,2.55,3.43,2.96,2.4,3.4,3
E0,09-03-2013,QPR,Sunderland,3,1,H,1,1,D,M Jones,15,7,8,3,4,19,4,5,0,2,0,0,2.25,3.4,3.5,2.25,3.25,3.2,2.25,3.25,3.2,2.25,3.3,3,2.25,3.25,3.2,2.26,3.32,3.61,2.25,3.3,3.4
E0,09-03-2013,Reading,Aston Villa,1,2,A,1,2,A,J Moss,10,18,4,7,8,7,6,1,2,3,0,0,2.45,3.4,3.1,2.35,3.25,3,2.35,3.25,3,2.2,3.3,3.1,2.3,3.3,3.1,2.42,3.4,3.19,2.3,3.5,3.13
E0,09-03-2013,West Brom,Swansea,2,1,H,1,1,D,L Mason,12,9,6,4,9,10,3,3,1,1,0,0,2.45,3.3,3.2,2.35,3.2,3.1,2.35,3.2,3.1,2.2,3.3,3.1,2.2,3.4,3.2,2.42,3.38,3.21,2.3,3.4,3.2
E0,10-03-2013,Liverpool,Tottenham,3,2,H,1,1,D,M Oliver,10,15,4,9,9,8,1,4,1,1,0,0,1.95,3.8,4,1.85,3.8,3.8,1.85,3.8,3.8,2,3.3,3.6,1.9,3.6,3.75,1.93,3.86,4.13,1.91,3.8,3.8
E0,10-03-2013,Newcastle,Stoke,2,1,H,0,0,D,A Marriner,14,7,6,4,10,12,14,4,1,1,0,0,1.83,3.7,4.8,1.8,3.4,4.6,1.8,3.4,4.6,1.9,3.45,3.8,1.85,3.5,4.2,1.81,3.72,4.99,1.83,3.5,4.5
E0,16-03-2013,Aston Villa,QPR,3,2,H,1,1,D,K Friend,10,18,6,11,16,10,9,6,3,2,0,0,2.3,3.4,3.4,2.1,3.4,3.4,2.1,3.4,3.4,2.1,3.3,3.3,2.25,3.4,3.1,2.24,3.43,3.53,2.25,3.4,3.3
E0,16-03-2013,Everton,Man City,2,0,H,1,0,H,L Probert,11,17,5,11,15,10,13,6,4,3,1,0,3.9,3.6,2.05,3.8,3.3,2,3.8,3.3,2,3.3,3.3,2.1,3.5,3.4,2.05,3.8,3.64,2.07,3.5,3.5,2.1
E0,16-03-2013,Man United,Reading,1,0,H,1,0,H,L Mason,17,5,8,1,5,16,5,4,0,2,0,0,1.17,9,19,1.15,8,14,1.15,8,14,1.15,7,15,1.16,7.5,15,1.16,9.07,19.51,1.17,8,17
E0,16-03-2013,Southampton,Liverpool,3,1,H,2,1,H,P Dowd,17,8,12,6,10,10,7,5,0,1,0,0,4.2,3.8,1.91,4.1,3.5,1.87,4.1,3.5,1.87,4.5,3.5,1.75,4,3.6,1.85,4.1,3.8,1.94,4,3.75,1.91
E0,16-03-2013,Stoke,West Brom,0,0,D,0,0,D,M Dean,13,9,5,5,15,11,7,1,2,2,0,0,2.5,3.3,3.1,2.45,3.1,3,2.45,3.1,3,2.3,3.3,2.9,2.37,3.25,3,2.51,3.25,3.18,2.4,3.3,3
E0,16-03-2013,Swansea,Arsenal,0,2,A,0,0,D,J Moss,9,15,2,11,2,7,3,7,1,1,0,0,3.4,3.5,2.25,3.4,3.2,2.2,3.4,3.2,2.2,3.3,3.3,2.1,3.1,3.5,2.2,3.32,3.52,2.3,3.25,3.5,2.2
E0,17-03-2013,Chelsea,West Ham,2,0,H,1,0,H,M Oliver,24,15,14,9,5,14,5,5,0,2,0,0,1.4,5,9,1.34,5,8.25,1.34,5,8.25,1.35,4.8,7.6,1.4,4.5,8,1.4,5.15,8.8,1.36,5,9
E0,17-03-2013,Sunderland,Norwich,1,1,D,1,1,D,C Foy,16,7,8,3,11,11,5,9,1,3,0,1,2.05,3.5,4,2,3.5,3.6,2,3.5,3.6,2,3.3,3.6,2.05,3.4,3.6,2.08,3.48,3.96,2.05,3.4,3.8
E0,17-03-2013,Tottenham,Fulham,0,1,A,0,0,D,M Jones,12,6,6,2,10,5,5,5,1,1,0,0,1.5,4.5,7.5,1.48,4.25,6.5,1.48,4.25,6.5,1.55,3.9,5.6,1.53,4.2,6,1.5,4.58,7.32,1.5,4.33,6.5
E0,17-03-2013,Wigan,Newcastle,2,1,H,1,0,H,M Halsey,13,9,10,4,7,12,7,3,1,1,0,0,2.3,3.4,3.4,2.25,3.25,3.2,2.25,3.25,3.2,2.1,3.3,3.3,2.25,3.4,3.1,2.26,3.54,3.39,2.38,3.3,3.13
E0,30-03-2013,Arsenal,Reading,4,1,H,1,0,H,C Foy,23,4,14,2,9,14,11,3,0,1,0,0,1.25,6.5,15,1.22,6.5,11,1.22,6.5,11,1.25,5.5,10.3,1.25,6,10,1.25,6.55,14.7,1.25,6,12
E0,30-03-2013,Everton,Stoke,1,0,H,1,0,H,M Jones,15,10,9,5,13,18,4,3,1,3,0,0,1.57,3.9,7.5,1.5,4.1,6.5,1.5,4.1,6.5,1.5,4,6.1,1.53,4,6,1.57,3.98,7.55,1.53,4,7
E0,30-03-2013,Man City,Newcastle,4,0,H,2,0,H,N Swarbrick,19,5,11,1,6,8,9,2,0,2,0,0,1.33,5.5,11,1.26,5.5,11,1.26,5.5,11,1.3,5,9,1.28,5.5,10,1.31,5.65,12.35,1.3,5.5,11
E0,30-03-2013,Southampton,Chelsea,2,1,H,2,1,H,J Moss,13,7,8,4,12,6,7,7,2,1,0,0,3.5,3.5,2.2,3.4,3.5,2.05,3.4,3.5,2.05,3.6,3.3,2,3.75,3.6,1.9,3.41,3.59,2.23,3.4,3.6,2.1
E0,30-03-2013,Sunderland,Man United,0,1,A,0,1,A,K Friend,9,10,4,6,11,9,3,6,3,1,0,0,6,4,1.65,5.5,3.8,1.62,5.5,3.8,1.62,5.1,3.6,1.65,5.5,3.8,1.6,6,3.98,1.66,6,3.8,1.62
E0,30-03-2013,Swansea,Tottenham,1,2,A,0,2,A,A Taylor,11,9,3,7,5,10,5,2,2,4,0,0,3.4,3.4,2.3,3.2,3.25,2.25,3.2,3.25,2.25,3.1,3.3,2.2,3.2,3.4,2.2,3.38,3.43,2.31,3.2,3.25,2.38
E0,30-03-2013,West Ham,West Brom,3,1,H,2,0,H,A Marriner,14,17,8,11,10,13,5,3,1,1,0,1,2.3,3.4,3.4,2.3,3.2,3.1,2.3,3.2,3.1,2.2,3.2,3.2,2.3,3.3,3.1,2.26,3.4,3.53,2.25,3.4,3.3
E0,30-03-2013,Wigan,Norwich,1,0,H,0,0,D,H Webb,13,9,6,5,13,9,10,3,1,2,0,0,1.95,3.6,4.33,1.87,3.5,4.1,1.87,3.5,4.1,1.95,3.35,3.7,1.9,3.4,4,1.92,3.68,4.41,1.95,3.6,4
E0,31-03-2013,Aston Villa,Liverpool,1,2,A,1,0,H,L Mason,10,16,7,12,9,8,7,8,1,1,0,0,5,4,1.75,4.75,3.8,1.7,4.75,3.8,1.7,4.2,3.5,1.8,4.33,3.6,1.8,5.03,3.99,1.75,4.5,3.8,1.8
E0,01-04-2013,Fulham,QPR,3,2,H,3,1,H,L Probert,9,19,5,11,11,7,3,6,2,1,1,0,2,3.6,4,1.91,3.4,4,1.91,3.4,4,1.85,3.45,4,1.95,3.5,3.75,2.04,3.6,3.95,2,3.4,4
E0,06-04-2013,Norwich,Swansea,2,2,D,1,1,D,M Oliver,12,16,9,9,8,16,2,5,5,3,0,0,2.63,3.3,2.9,2.6,3.1,2.8,2.6,3.1,2.8,2.3,3.3,2.9,2.5,3.2,2.8,2.67,3.33,2.9,2.5,3.3,2.88
E0,06-04-2013,Reading,Southampton,0,2,A,0,1,A,M Jones,8,12,3,4,5,11,8,4,0,0,0,0,3.3,3.6,2.25,3.3,3.4,2.15,3.3,3.4,2.15,3.1,3.3,2.2,3,3.5,2.25,3.44,3.61,2.21,3.2,3.5,2.25
E0,06-04-2013,Stoke,Aston Villa,1,3,A,0,1,A,M Clattenburg,6,11,2,8,16,11,4,2,3,1,0,0,2.1,3.4,4,2.05,3.2,3.8,2.05,3.2,3.8,2,3.3,3.6,2.1,3.3,3.5,2.09,3.35,4.12,2.1,3.3,3.6
E0,06-04-2013,West Brom,Arsenal,1,2,A,0,1,A,H Webb,16,11,5,6,7,15,6,4,2,4,0,1,4.1,3.7,1.95,4.1,3.5,1.87,4.1,3.5,1.87,3.8,3.45,1.9,4,3.5,1.9,4.19,3.69,1.96,4,3.75,1.91
E0,07-04-2013,Chelsea,Sunderland,2,1,H,0,1,A,N Swarbrick,14,7,7,3,9,15,8,5,0,2,0,0,1.36,5,11,1.3,5,10.5,1.3,5,10.5,1.33,4.8,8.3,1.33,5,9,1.34,5.42,11.3,1.33,5,10
E0,07-04-2013,Liverpool,West Ham,0,0,D,0,0,D,A Taylor,19,10,12,4,8,4,12,2,0,1,0,0,1.36,5.5,9,1.35,5,8,1.35,5,8,1.35,4.8,7.6,1.36,5,7.5,1.35,5.5,10.02,1.33,5,9.5
E0,07-04-2013,Newcastle,Fulham,1,0,H,0,0,D,K Friend,20,5,10,3,13,11,10,3,2,2,0,0,2.1,3.5,3.8,2,3.25,3.9,2,3.25,3.9,1.95,3.4,3.6,2.1,3.4,3.4,2.11,3.51,3.83,2.1,3.4,3.6
E0,07-04-2013,QPR,Wigan,1,1,D,0,0,D,P Dowd,6,16,2,10,9,12,2,10,2,3,1,0,2.38,3.4,3.25,2.3,3.25,3.1,2.3,3.25,3.1,2.4,3.3,2.75,2.3,3.4,3,2.39,3.41,3.24,2.3,3.4,3.2
E0,07-04-2013,Tottenham,Everton,2,2,D,1,1,D,A Marriner,19,9,10,5,14,8,7,6,1,1,0,0,2.2,3.4,3.6,2.25,3.25,3.2,2.25,3.25,3.2,2.1,3.3,3.3,2.2,3.3,3.2,2.2,3.46,3.61,2.25,3.3,3.4
E0,08-04-2013,Man United,Man City,1,2,A,0,0,D,M Dean,16,9,7,5,13,18,9,4,3,5,0,0,2.3,3.5,3.3,2.2,3.4,3.2,2.2,3.4,3.2,2,3.3,3.6,2.2,3.4,3.2,2.24,3.48,3.5,2.25,3.5,3.4
E0,13-04-2013,Arsenal,Norwich,3,1,H,0,0,D,M Jones,10,5,7,5,8,10,9,3,1,2,0,0,1.25,6.5,14,1.23,6,11.5,1.23,6,11.5,1.25,5.5,10.3,1.25,6,10,1.26,6.54,13.85,1.25,6,13
E0,13-04-2013,Aston Villa,Fulham,1,1,D,0,0,D,P Dowd,15,8,7,3,5,15,8,5,1,2,0,0,2.3,3.3,3.5,2.25,3.2,3.25,2.25,3.2,3.25,2.2,3.3,3.1,2.2,3.3,3.25,2.31,3.42,3.39,2.3,3.4,3.2
E0,13-04-2013,Everton,QPR,2,0,H,1,0,H,L Mason,14,8,10,5,6,12,13,5,3,3,0,0,1.44,4.75,8,1.4,4.6,7.5,1.4,4.6,7.5,1.42,4.5,6.7,1.44,4.33,7,1.47,4.73,7.84,1.4,4.5,8
E0,13-04-2013,Reading,Liverpool,0,0,D,0,0,D,M Clattenburg,7,26,5,15,9,8,4,9,2,1,0,0,8,4.75,1.45,7.25,4.33,1.44,7.25,4.33,1.44,6.1,4,1.5,6.5,4.2,1.5,7.35,4.74,1.49,6.5,4.5,1.5
E0,13-04-2013,Southampton,West Ham,1,1,D,0,0,D,M Dean,15,6,11,4,9,18,7,4,2,3,0,0,1.91,3.75,4.2,1.8,3.7,4.2,1.8,3.7,4.2,1.85,3.5,3.9,1.85,3.6,4,1.93,3.71,4.32,1.83,3.6,4.5
E0,14-04-2013,Newcastle,Sunderland,0,3,A,0,1,A,H Webb,15,8,9,7,14,7,10,9,3,2,0,0,1.95,3.5,4.5,1.91,3.25,4.25,1.91,3.25,4.25,1.9,3.45,3.8,1.9,3.4,4,1.92,3.58,4.56,1.91,3.5,4.33
E0,14-04-2013,Stoke,Man United,0,2,A,0,1,A,J Moss,13,9,4,3,9,9,3,7,1,1,0,0,7,3.9,1.6,6.5,3.75,1.55,6.5,3.75,1.55,5.1,3.6,1.65,6,3.75,1.57,6.94,4.12,1.58,6,3.8,1.62
E0,16-04-2013,Arsenal,Everton,0,0,D,0,0,D,N Swarbrick,10,10,6,5,11,12,8,1,2,3,0,0,1.75,3.9,5,1.7,3.8,4.75,1.7,3.8,4.75,1.8,3.5,4.2,1.75,3.75,4.5,1.76,3.94,5.06,1.8,3.8,4.5
E0,17-04-2013,Fulham,Chelsea,0,3,A,0,2,A,M Dean,11,13,7,10,11,11,6,5,2,1,0,0,4.75,3.8,1.8,4.5,3.8,1.72,4.5,3.8,1.72,3.8,3.45,1.9,4.33,3.4,1.83,4.87,3.81,1.79,4,3.75,1.91
E0,17-04-2013,Man City,Wigan,1,0,H,0,0,D,J Moss,10,8,4,6,12,5,5,4,2,1,0,0,1.25,6.5,14,1.23,6,11.5,1.23,6,11.5,1.27,5.5,9,1.25,6,12,1.28,6.07,13.44,1.22,6.25,15
E0,17-04-2013,West Ham,Man United,2,2,D,1,1,D,L Probert,10,15,4,9,9,7,2,5,1,0,0,0,5.5,3.9,1.7,5,3.75,1.67,5,3.75,1.67,5.1,3.6,1.65,5.5,3.5,1.66,5.71,4.1,1.66,5.5,3.8,1.67
E0,20-04-2013,Fulham,Arsenal,0,1,A,0,1,A,A Marriner,7,10,5,7,13,8,7,3,0,2,1,1,5,4,1.75,4.75,3.8,1.7,4.75,3.8,1.7,4.2,3.5,1.8,4.5,3.75,1.75,5.05,3.91,1.76,5,3.75,1.73
E0,20-04-2013,Norwich,Reading,2,1,H,0,0,D,M Dean,19,14,9,6,8,12,8,8,2,3,0,0,1.75,3.8,5.25,1.67,3.7,5,1.67,3.7,5,1.7,3.8,4.4,1.75,3.75,4.5,1.74,3.85,5.43,1.73,3.8,5
E0,20-04-2013,QPR,Stoke,0,2,A,0,1,A,C Foy,25,11,11,4,8,14,5,5,1,2,0,0,2.25,3.4,3.5,2.1,3.4,3.4,2.1,3.4,3.4,2.2,3.3,3.1,2.2,3.25,3.3,2.24,3.34,3.64,2.2,3.3,3.5
E0,20-04-2013,Sunderland,Everton,1,0,H,1,0,H,P Dowd,8,8,4,5,6,15,3,10,1,2,0,0,3.4,3.4,2.3,3.4,3.3,2.15,3.4,3.3,2.15,3,3.3,2.25,3.2,3.3,2.25,3.53,3.37,2.27,3.5,3.3,2.2
E0,20-04-2013,Swansea,Southampton,0,0,D,0,0,D,M Halsey,14,9,7,5,11,13,7,2,0,0,0,0,2.38,3.5,3.1,2.25,3.3,3.1,2.25,3.3,3.1,2.3,3.1,3.1,2.2,3.4,3.1,2.38,3.45,3.22,2.3,3.5,3.13
E0,20-04-2013,West Brom,Newcastle,1,1,D,0,1,A,M Jones,8,10,4,6,9,10,15,2,0,2,0,0,2.25,3.5,3.4,2.25,3.2,3.25,2.25,3.2,3.25,2.25,3.3,3,2.2,3.4,3.2,2.25,3.55,3.41,2.1,3.5,3.4
E0,20-04-2013,West Ham,Wigan,2,0,H,1,0,H,N Swarbrick,17,18,11,10,12,11,3,6,3,1,0,0,2.3,3.5,3.3,2.3,3.25,3.1,2.3,3.25,3.1,2.2,3.2,3.2,2.2,3.4,3.2,2.29,3.51,3.35,2.2,3.5,3.3
E0,21-04-2013,Liverpool,Chelsea,2,2,D,0,1,A,K Friend,23,9,12,6,8,11,8,5,5,2,0,0,2.15,3.6,3.6,2.05,3.5,3.4,2.05,3.5,3.4,2.2,3.3,3.1,2.2,3.3,3.25,2.14,3.55,3.68,2.1,3.5,3.5
E0,21-04-2013,Tottenham,Man City,3,1,H,0,1,A,L Mason,11,11,8,7,11,10,4,5,3,3,0,0,3.25,3.6,2.3,3.2,3.25,2.25,3.2,3.25,2.25,2.9,3.3,2.3,3,3.4,2.29,3.28,3.54,2.31,3.13,3.5,2.3
E0,22-04-2013,Man United,Aston Villa,3,0,H,3,0,H,A Taylor,10,8,5,5,10,6,5,3,1,0,0,0,1.25,6.75,13,1.22,6.75,10.5,1.22,6.75,10.5,1.25,5.5,10.3,1.25,6,10.5,1.27,6.38,12.88,1.25,6.25,12
E0,27-04-2013,Everton,Fulham,1,0,H,1,0,H,J Moss,17,6,10,2,12,16,7,2,1,3,0,0,1.5,4.5,7.5,1.45,4.1,7.5,1.45,4.1,7.5,1.55,3.9,5.6,1.5,4,7,1.49,4.61,7.59,1.5,4.33,7
E0,27-04-2013,Man City,West Ham,2,1,H,1,0,H,H Webb,16,9,10,6,9,7,9,4,1,3,0,0,1.29,6,12,1.25,5.5,12,1.25,5.5,12,1.27,5.2,10,1.25,5.5,12,1.28,6.16,13.05,1.25,6,12
E0,27-04-2013,Newcastle,Liverpool,0,6,A,0,2,A,A Marriner,5,11,1,10,14,7,5,7,3,2,1,0,2.88,3.6,2.5,2.95,3.25,2.4,2.95,3.25,2.4,2.75,3.3,2.4,2.8,3.4,2.4,3.09,3.46,2.46,3,3.6,2.3
E0,27-04-2013,Southampton,West Brom,0,3,A,0,1,A,R Madley,16,11,4,9,9,11,7,6,2,2,2,1,1.85,3.75,4.6,1.85,3.6,4.1,1.85,3.6,4.1,1.9,3.45,3.8,1.9,3.6,3.75,1.88,3.75,4.52,1.83,3.75,4.33
